title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Functional Recovery Groups in Critically Ill COVID-19 Patients and Their Associated Factors: From ICU to Hospital Discharge*	10.1097/ccm.0000000000005685	http://dx.doi.org/10.1097/ccm.0000000000005685	0090-3493	Critical Care Medicine	Debora Stripari Schujmann			2022	1703199708	0	1	0	0	18	0	16	0	17	0	32	16	TRUE	Debora Stripari Schujmann, Adriana Claudia Lunardi, Claudia Neri Peso, José Eduardo Pompeu, Raquel Annoni, Mieko Claudia Miura, Caroline Maschio de Censo, Luzia Noriko Takahashi Taniguchi, Marisa de Moraes Regenga, Elaine Cristina de Campos, Renato Fraga Righetti, Wellington Pereira Yamaguti, Christina May Moran de Brito, Adriana Lourenço, Sabrina Castaldi Aguera, Clarice Tanaka, Carolina Fu	0090-3493	5	12.6	2.663	A1
Generalization of Auditory Sensory and Cognitive Learning in Typically Developing Children	10.1371/journal.pone.0135422	http://dx.doi.org/10.1371/journal.pone.0135422	1932-6203	PLOS ONE	Cristina F. B. Murphy			2015	1559522995	0	0	0	0	11	0	6	0	6	0	105	3	TRUE	Cristina F. B. Murphy, David R. Moore, Eliane Schochat	1932-6203	13	6.0	0.839	A1
Genetic and functional differences between Bethlem miopathyand Ullrich congenital muscular dystrophy – case studies	10.5935/cadernosdisturbios.v18n1p148-163	http://dx.doi.org/10.5935/cadernosdisturbios.v18n1p148-163	1809-4139	Cadernos de Pós-Graduação em Distúrbios do Desenvolvimento	Juliana Aparecida Rhein Telles			2018	1697380723	0	0	0	0	2	0	0	0	2	0	0	3	FALSE	Juliana Aparecida Rhein Telles, Mariana Calil Voos, Isabella Pessa Anequini, Francis Meire Favero, Thiago Henrique Silva, Fátima Aparecida Caromano	1809-4139	0	NA	NA	B1
Global TALES feasibility study: Personal narratives in 10-year-old children around the world	10.1371/journal.pone.0273114	http://dx.doi.org/10.1371/journal.pone.0273114	1932-6203	PLOS ONE	Marleen F. Westerveld			2022	1698328800	0	0	0	1	26	0	22	0	23	0	19	23	TRUE	Marleen F. Westerveld, Rena Lyons, Nickola Wolf Nelson, Kai Mei Chen, Mary Claessen, Sara Ferman, Fernanda Dreux M. Fernandes, Gail T. Gillon, Khaloob Kawar, Jelena Kuvač Kraljević, Kakia Petinou, Eleni Theodorou, Tatiana Tumanova, Ioannis Vogandroukas, Carol Westby, on behalf the Global TALES Consortium	1932-6203	13	6.0	0.839	A1
Guidelines on the prevention of foot ulcers in persons with diabetes (IWGDF 2019 update)	10.1002/dmrr.3269	http://dx.doi.org/10.1002/dmrr.3269	1520-7552	Diabetes/Metabolism Research & Reviews	Sicco A. Bus			2020	1659052800	0	1	0	0	4	0	0	0	3	0	591	12	TRUE	Sicco A. Bus, Lawrence A. Lavery, Matilde Monteiro‐Soares, Anne Rasmussen, Anita Raspovic, Isabel C.N. Sacco, Jaap J. van Netten	1520-7552	260	15.1	1.991	A3
Guidelines on the prevention of foot ulcers in persons with diabetes (IWGDF 2023 update)	10.1002/dmrr.3651	http://dx.doi.org/10.1002/dmrr.3651	1520-7552	Diabetes/Metabolism Research & Reviews	Sicco A. Bus			2023	1688494748	0	0	0	0	4	0	4	0	4	0	116	3	TRUE	Sicco A. Bus, Isabel C. N. Sacco, Matilde Monteiro‐Soares, Anita Raspovic, Joanne Paton, Anne Rasmussen, Lawrence A. Lavery, Jaap J. van Netten	1520-7552	39	15.1	1.991	A3
Habilidades auditivas musicais e temporais em usuários de implante coclear após musicoterapia	10.1590/2317-1782/20182018006	http://dx.doi.org/10.1590/2317-1782/20182018006	2317-1782	CoDAS	Janaina Patricio de Lima			2018	1557616145	0	0	0	0	2	0	2	0	2	0	48	2	TRUE	Janaina Patricio de Lima, Sônia Maria Simões Iervolino, Eliane Schochat	2317-1782	3	1.0	0.307	A3
Habitual Caffeine Consumption Does Not Interfere With the Acute Caffeine Supplementation Effects on Strength Endurance and Jumping Performance in Trained Individuals.	10.1123/ijsnem.2020-0363	http://dx.doi.org/10.1123/ijsnem.2020-0363	1526-484X	International Journal of Sport Nutrition	Vitor de Salles Painelli			2021	1690888831	1	0	0	0	35	0	31	1	33	0	63	17	FALSE	Vitor de Salles Painelli, Emerson L Teixeira, Bruno Tardone, Marina Moreno, Jonatas Morandini, Victória H Larrain, Flávio O Pires	1526-484X	15	7.8	0.763	A1
Healthy Aging and Compensation of Sentence Comprehension Auditory Deficits	10.1155/2015/640657	http://dx.doi.org/10.1155/2015/640657	2314-6133	BioMed Research International	Marcela Lima Silagi			2015	1448565676	0	0	0	0	1	0	1	0	1	0	96	1	TRUE	Marcela Lima Silagi, Camila Maia Rabelo, Eliane Schochat, Letícia Lessa Mansur	2314-6133	9	5.3	0.656	A3
Heart Rate Variability and Cardiopulmonary Dysfunction in Patients with Duchenne Muscular Dystrophy: A Systematic Review	10.1007/s00246-018-1881-0	http://dx.doi.org/10.1007/s00246-018-1881-0	0172-0643	Pediatric Cardiology	Talita Dias da Silva			2018	1525146419	0	0	0	0	3	0	3	0	3	0	101	2	FALSE	Talita Dias da Silva, Thais Massetti, Tânia Brusque Crocetta, Carlos Bandeira de Mello Monteiro, Alex Carll, Luiz Carlos Marques Vanderlei, Carlie Arbaugh, Fernando Rocha Oliveira, Luiz Carlos de Abreu, Celso Ferreira Filho, John Godleski, Celso Ferreira	0172-0643	31	3.1	0.745	A3
Hip Mobilization at Preterm Age May Accelerate Developmental Dysplasia Recovery	10.1155/2018/8625721	http://dx.doi.org/10.1155/2018/8625721	1687-9627	Case Reports in Medicine	Mariana Callil Voos			2018	1541089648	1	0	0	0	1	0	0	0	1	0	35	1	TRUE	Mariana Callil Voos, Soares de Moura Maria Clara Drummond, Renata Hydee Hasue	1687-9627	2	1.3	0.253	A4
How Institutions Can Protect the Mental Health and Psychosocial Well-Being of Their Healthcare Workers in the Current COVID-19 Pandemic	10.6061/clinics/2020/e1963	http://dx.doi.org/10.6061/clinics/2020/e1963	1807-5932	Clinics	Pedro Fukuti			2020	1611686084	0	0	0	1	3	0	0	0	1	0	148	8	TRUE	Pedro Fukuti, Caroline Louise Mesquita Uchôa, Marina Flaborea Mazzoco, Felipe Corchs, Carla Satie Kamitsuji, Luciane De Rossi, Izabel Cristina Rios, Selma Lancman, Eloisa Bonfa, Tarcisio Eloy Pessoa de Barros-Filho, Eurípedes Constantino Miguel	1807-5932	35	3.5	0.535	A4
How Word/Non-Word Length Influence Reading Acquisition in a Transparent Language: Implications for Children’s Literacy and Development	10.3390/children10010049	http://dx.doi.org/10.3390/children10010049	2227-9067	Children	Aparecido J. C. Soares			2022	1711520591	0	0	0	0	2	0	2	0	2	0	15	2	TRUE	Aparecido J. C. Soares, Fernanda C. Sassi, Talita Fortunato-Tavares, Claudia R. F. Andrade, Débora M. Befi-Lopes	2227-9067	6	NA	0.545	A4
Identification of Phenotypes in People with COPD: Influence of Physical Activity, Sedentary Behaviour, Body Composition and Skeletal Muscle Strength	10.1007/s00408-018-0177-8	http://dx.doi.org/10.1007/s00408-018-0177-8	0341-2040	Lung	Rafaella F. Xavier			2018	1584316800	0	0	0	0	19	0	16	0	17	0	67	11	FALSE	Rafaella F. Xavier, Ana Carolina A. C. Pereira, Aline C. Lopes, Vinícius Cavalheri, Regina M. C. Pinto, Alberto Cukier, Ercy M. C. Ramos, Celso R. F. Carvalho	0341-2040	17	6.4	1.293	B1
Identifying the Characteristics of Responders and Nonresponders in a Behavioral Intervention to Increase Physical Activity Among Patients With Moderate to Severe Asthma: Protocol for a Prospective Pragmatic Study	10.2196/49032	http://dx.doi.org/10.2196/49032	1929-0748	JMIR Research Protocols	Fabiano Francisco de Lima			2023	1693486695	1	0	0	0	3	0	2	0	3	0	12	1	TRUE	Fabiano Francisco de Lima, Adriana Claudia Lunardi, David Halen Araújo Pinheiro, Regina Maria Carvalho-Pinto, Rafael Stelmach, Pedro Giavina‑Bianchi, Rosana Câmara Agondi, Celso RF Carvalho	1929-0748	1	2.6	0.461	C
Immediate effects of EVA midsole resilience and upper shoe structure on running biomechanics: a machine learning approach	10.7717/peerj.3026	http://dx.doi.org/10.7717/peerj.3026	2167-8359	PeerJ	Andrea N. Onodera			2017	1535495262	1	0	0	0	5	0	4	0	5	0	116	3	TRUE	Andrea N. Onodera, Wilson P. Gavião Neto, Maria Isabel Roveri, Wagner R. Oliveira, Isabel CN Sacco	2167-8359	16	5.1	0.623	A2
Immersive Virtual Tasks with Motor and Cognitive Components: A Feasibility Study of Adults and Older Adult Fallers and Nonfallers	10.1089/cyber.2022.0025	http://dx.doi.org/10.1089/cyber.2022.0025	2152-2715	CyberPsychology, Behavior & Social Networking	Jéssica Maria Ribeiro Bacha			2023	1680640616	0	0	0	0	1	0	1	0	1	0	9	1	FALSE	Jéssica Maria Ribeiro Bacha, Guido Augusto Faria Pereira, Izaura Beatriz Araújo Novais Silva, Da Hee Chun Kim, Aline Bertomcini Massaro, Karina Santos Vieira, Camilia Torriani-Pasin, Judith E Deutsch, Roseli de Deus Lopes, José Eduardo Pompeu	2152-2715	0	8.7	1.436	A1
Immune and Inflammatory Response in Atopic Elite Endurance Athletes	10.1055/a-0633-9001	http://dx.doi.org/10.1055/a-0633-9001	0172-4622	International Journal of Sports Medicine	Renata Nakata Teixeira			2018	1533640897	0	0	0	0	2	0	2	0	2	0	41	1	FALSE	Renata Nakata Teixeira, Gerson Dos Santos Leite, Renata Gorjao, Patricia Palmeira, Cesar Miguel Momesso Santos, Raquel Zambonatto, Heloisa Helena de Oliveira, Adriana Cristina Levada, Iara Nely Fiks, Celso Ricardo Fernandes Carvalho	0172-4622	6	5.4	0.73	A2
Impact of a multidisciplinary evaluation in pediatric patients with nocturnal monosymptomatic enuresis	10.1007/s00467-016-3316-6	http://dx.doi.org/10.1007/s00467-016-3316-6	0931-041X	Pediatric Nephrology	Simone Nascimento Fagundes			2016	1505822555	1	0	0	0	4	0	3	0	4	0	99	2	FALSE	Simone Nascimento Fagundes, Leticia Azevedo Soster, Adrienne Surri Lebl, Rita Pavione Rodrigues Pereira, Clarice Tanaka, Rodrigo Fernando Pereira, Edwiges Ferreira de Mattos Silvares, Vera H. Koch	0931-041X	15	4.8	0.785	A2
Impact of a Progressive Mobility Program on the Functional Status, Respiratory, and Muscular Systems of ICU Patients: A Randomized and Controlled Trial.	10.1097/ccm.0000000000004181	http://dx.doi.org/10.1097/ccm.0000000000004181	0090-3493	Critical Care Medicine	Debora Stripari Schujmann			2020	1711844482	1	0	0	0	114	0	79	0	80	0	266	48	FALSE	Debora Stripari Schujmann, Tamires Teixeira Gomes, Adriana Claudia Lunardi, Murilo Zoccoler Lamano, Aretha Fragoso, Mayara Pimentel, Claudia Neri Peso, Priscila Araujo, Carolina Fu	0090-3493	58	12.6	2.663	A1
Impact of diabetic neuropathy severity on foot clearance complexity and variability during walking	10.1016/j.gaitpost.2019.09.014	http://dx.doi.org/10.1016/j.gaitpost.2019.09.014	0966-6362	Gait & Posture	Eneida Yuri Suda			2019	1569100491	0	0	0	0	1	0	1	0	1	0	86	1	FALSE	Eneida Yuri Suda, Alessandra Bento Matias, Sicco A Bus, Isabel C N Sacco	0966-6362	8	4.8	0.724	A2
Impact of Educational Level on Performance on Auditory Processing Tests	10.3389/fnins.2016.00097	http://dx.doi.org/10.3389/fnins.2016.00097	1662-4548	Frontiers in Neuroscience	Cristina F. B. Murphy			2016	1457599301	0	0	0	0	1	0	1	0	1	0	50	1	TRUE	Cristina F. B. Murphy, Camila M. Rabelo, Marcela L. Silagi, Letícia L. Mansur, Eliane Schochat	1662-4548	11	6.8	1.063	A3
Impact of Resistance Training in Chronic Obstructive Pulmonary Disease Patients During Periods of Acute Exacerbation	10.1016/j.apmr.2014.05.007	http://dx.doi.org/10.1016/j.apmr.2014.05.007	0003-9993	Archives of Physical Medicine & Rehabilitation	Rodrigo C. Borges			2014	1623854429	6	0	1	0	27	0	19	0	26	0	249	14	FALSE	Rodrigo C. Borges, Celso R. Carvalho	0003-9993	43	6.2	1.091	A1
Implications of the World Report on Disability for responding to communication disorders in Brazil	10.3109/17549507.2012.731435	http://dx.doi.org/10.3109/17549507.2012.731435	1441-7049	Advances in Speech Language Pathology	Fernanda Dreux M. Fernandes			2012	1354963961	0	0	0	0	2	0	2	0	2	0	45	1	FALSE	Fernanda Dreux M. Fernandes, Mara Behlau	1441-7049	10	NA	NA	NA
Improvements in motor tasks through the use of smartphone technology for individuals with Duchenne muscular dystrophy	10.2147/ndt.s125466	http://dx.doi.org/10.2147/ndt.s125466	1176-6328	Neuropsychiatric Disease and Treatment	Camila Miliani Capelini			2017	1608768000	1	0	0	0	4	0	2	0	4	1	117	4	TRUE	Camila Miliani Capelini, Talita Dias da Silva, James Tonks, Suzanna Watson, Mayra Priscila Boscolo Alvarez, Lilian Del Ciello de Menezes, Francis Meire Favero, Fátima Aparecida Caromano, Thais Massetti, Carlos Bandeira de Mello Monteiro	1176-6328	8	5.1	NA	A3
Increased physical activity reduces sleep disturbances in asthma: A randomized controlled trial	10.1111/resp.14359	http://dx.doi.org/10.1111/resp.14359	1323-7799	Respirology	Natalia Febrini Passos			2022	1678318202	0	0	0	0	11	0	7	1	8	0	20	6	FALSE	Natalia Febrini Passos, Patricia D. Freitas, Regina Maria Carvalho‐Pinto, Alberto Cukier, Celso R. F. Carvalho	1323-7799	8	9.4	1.559	A1
Incremental Shuttle Walking Test: A Reproducible and Valid Test to Evaluate Exercise Tolerance in Adults With Noncystic Fibrosis Bronchiectasis	10.1016/j.apmr.2013.11.019	http://dx.doi.org/10.1016/j.apmr.2013.11.019	0003-9993	Archives of Physical Medicine & Rehabilitation	Anderson Alves de Camargo			2013	1398320748	0	0	0	0	1	0	1	0	1	0	102	1	FALSE	Anderson Alves de Camargo, Tatiane S. Amaral, Samia Z. Rached, Rodrigo A. Athanazio, Fernanda C. Lanza, Luciana M. Sampaio, Celso R. de Carvalho, Alberto Cukier, Rafael Stelmach, Simone Dal Corso	0003-9993	25	6.2	1.091	A1
Inference comprehension during reading: influence of age and education in normal adults	10.1590/2317-1782/20142013058	http://dx.doi.org/10.1590/2317-1782/20142013058	2317-1782	CoDAS	Marcela Lima Silagi			2014	1437070353	0	0	0	0	2	0	1	0	1	0	45	1	TRUE	Marcela Lima Silagi, Vivian Urbanejo Romero, Leticia Lessa Mansur, Marcia Radanovic	2317-1782	14	1.0	0.307	A3
Inference comprehension in text reading: Performance of individuals with right- versus left-hemisphere lesions and the influence of cognitive functions	10.1371/journal.pone.0197195	http://dx.doi.org/10.1371/journal.pone.0197195	1932-6203	PLOS ONE	Marcela Lima Silagi			2018	1534432033	2	0	0	0	4	0	2	0	4	0	67	2	TRUE	Marcela Lima Silagi, Marcia Radanovic, Adriana Bastos Conforto, Lucia Iracema Zanotto Mendonça, Leticia Lessa Mansur	1932-6203	9	6.0	0.839	A1
Influence of air pollution on airway inflammation and disease activity in childhood-systemic lupus erythematosus	10.1007/s10067-017-3893-1	http://dx.doi.org/10.1007/s10067-017-3893-1	0770-3198	Clinical Rheumatology	Andressa Guariento Ferreira Alves			2017	1557306619	0	0	0	2	3	0	1	0	3	0	73	18	FALSE	Andressa Guariento Ferreira Alves, Maria Fernanda de Azevedo Giacomin, Alfésio Luis Ferreira Braga, Adriana Maluf Elias Sallum, Luiz Alberto Amador Pereira, Luis Carlos Farhat, Fernando Louzada Strufaldi, Ana Julia de Faria Coimbra Lichtenfels, Tômas de Santana Carvalho, Naomi Kondo Nakagawa, Clovis Artur Silva, Sylvia Costa Lima Farhat	0770-3198	36	6.1	0.872	A4
Influence of Different Types of Corticosteroids on Heart Rate Variability of Individuals with Duchenne Muscular Dystrophy—A Pilot Cross Sectional Study	10.3390/life11080752	http://dx.doi.org/10.3390/life11080752	2075-1729	Life	Rodrigo Martins Dias			2021	1633334067	0	0	0	0	6	0	5	0	5	0	20	3	TRUE	Rodrigo Martins Dias, Rosangela Akemi Hoshi, Luiz Carlos Marques Vanderlei, Carlos Bandeira de Mello Monteiro, Mayra Priscila Boscolo Alvarez, Tânia Brusque Crocetta, Luis Fernando Grossklauss, Deborah Cristina Gonçalves Luiz Fernani, Maria Tereza Artero Prado Dantas, Fabiana Paula Almeida Martins, David M. Garner, Luiz Carlos Abreu, Celso Ferreira, Talita Dias da Silva	2075-1729	4	1.3	0.713	A2
Instruments for augmentative and alternative communication for children with autism spectrum disorder: a systematic review	10.6061/clinics/2017/e497	http://dx.doi.org/10.6061/clinics/2017/e497	1807-5932	Clinics	Jennifer Yohanna Ferreira de Lima Antão			2018	1543786306	0	0	0	0	2	0	2	0	2	0	198	1	TRUE	Jennifer Yohanna Ferreira de Lima Antão, Acary Souza Bulle Oliveira, Renata Thaís de Almeida Barbosa, Tânia Brusque Crocetta, Regiani Guarnieri, Claudia Arab, Thaís Massetti, Thaiany Pedrozo Campos Antunes, Alan Patrício da Silva, Ítalla Maria Pinheiro Bezerra, Carlos Bandeira de Mello Monteiro, Luiz Carlos de Abreu	1807-5932	17	3.5	0.535	A4
Interactive Video Gaming Improves Functional Balance in Poststroke Individuals: Meta-Analysis of Randomized Controlled Trials	10.1177/0163278718784998	http://dx.doi.org/10.1177/0163278718784998	0163-2787	Evaluation & the Health Professions	Vilma Ferreira			2018	1541181645	1	0	0	0	3	0	2	0	3	0	110	2	FALSE	Vilma Ferreira, Nelson Carvas, Mariana Cunha Artilheiro, José Eduardo Pompeu, Syed Ahmed Hassan, Karina Tamy Kasawara	0163-2787	11	4.9	0.842	B1
Interventions to Increase Physical Activity in Middle-Age Women at the Workplace	10.1249/mss.0000000000000190	http://dx.doi.org/10.1249/mss.0000000000000190	0195-9131	Medicine and Science in Sports & Exercise	MARCOS AUSENKA RIBEIRO			2014	1532517734	3	0	0	0	11	0	6	0	10	0	185	9	TRUE	MARCOS AUSENKA RIBEIRO, MILTON ARRUDA MARTINS, CELSO R. F. CARVALHO	0195-9131	38	9.8	1.47	A1
Intralimb Coordination Patterns in Absent, Mild, and Severe Stages of Diabetic Neuropathy: Looking Beyond Kinematic Analysis of Gait Cycle	10.1371/journal.pone.0147300	http://dx.doi.org/10.1371/journal.pone.0147300	1932-6203	PLOS ONE	Liu Chiao Yi			2016	1458658986	1	0	0	0	5	0	4	0	5	0	96	3	TRUE	Liu Chiao Yi, Cristina D. Sartor, Francis Trombini Souza, Isabel C. N. Sacco	1932-6203	18	6.0	0.839	A1
Is there any benefit using low-intensity inspiratory and peripheral muscle training in heart failure? A randomized clinical trial	10.1007/s00392-017-1089-y	http://dx.doi.org/10.1007/s00392-017-1089-y	1861-0684	Clinical Research in Cardiology	Tatiana Satie Kawauchi			2017	1491812065	0	0	0	0	4	0	4	0	4	0	185	2	FALSE	Tatiana Satie Kawauchi, Iracema Ioco Kikuchi Umeda, Lays Magalhães Braga, Antonio de Pádua Mansur, João Manoel Rossi-Neto, Amanda Guerra de Moraes Rego Sousa, Mário Hiroyuki Hirata, Lawrence P. Cahalin, Naomi Kondo Nakagawa	1861-0684	17	10.9	1.416	A1
ISARIC-COVID-19 dataset: A Prospective, Standardized, Global Dataset of Patients Hospitalized with COVID-19	10.1038/s41597-022-01534-9	http://dx.doi.org/10.1038/s41597-022-01534-9	2052-4463	Scientific Data	Esteban Garcia-Gallo			2022	1700755144	0	0	0	0	22	0	18	0	20	0	81	16	TRUE	Esteban Garcia-Gallo, Laura Merson, Kalynn Kennon, Sadie Kelly, Barbara Wanjiru Citarella, Daniel Vidali Fryer, Sally Shrapnel, James Lee, Sara Duque, Yuli V. Fuentes, Valeria Balan, Sue Smith, Jia Wei, Bronner P. Gonçalves, Clark D. Russell, Louise Sigfrid, Andrew Dagens, Piero L. Olliaro, Joaquin Baruch, Christiana Kartsonaki, Jake Dunning, Amanda Rojek, Aasiyah Rashan, Abi Beane, Srinivas Murthy, Luis Felipe Reyes	2052-4463	28	11.2	1.937	NA
Lack of accessibility in public transport and inadequacy of sidewalks: effects on the social participation of elderly persons with functional limitations	10.1590/1981-22562017020.160090	http://dx.doi.org/10.1590/1981-22562017020.160090	1809-9823	Revista Brasileira de Geriatria e Gerontologia	Michelle Didone dos Santos			2017	1506002161	2	0	0	0	2	0	0	0	2	0	57	1	TRUE	Michelle Didone dos Santos, Marcela Fernandes Silva, Leonardo Antunes Velloza, José Eduardo Pompeu	1809-9823	9	NA	NA	A3
Language and central temporal auditory processing in childhood epilepsies	10.1016/j.yebeh.2015.10.015	http://dx.doi.org/10.1016/j.yebeh.2015.10.015	1525-5050	Epilepsy & Behavior	Mirela Boscariol			2015	1447921498	0	0	0	0	1	0	1	0	1	0	68	1	FALSE	Mirela Boscariol, Raquel L. Casali, M. Isabel R. Amaral, Luciane L. Lunardi, Carla G. Matas, M. Francisca Collela-Santos, Marilisa M. Guerreiro	1525-5050	15	5.1	0.867	A3
Language in corticobasal syndrome: a systematic review	10.1590/1980-57642021dn15-010002	http://dx.doi.org/10.1590/1980-57642021dn15-010002	1980-5764	Dementia & Neuropsychologia	Isabel Junqueira de Almeida			2021	1619149359	0	0	0	0	3	0	3	0	3	0	28	2	TRUE	Isabel Junqueira de Almeida, Marcela Lima Silagi, Jacy Bezerra Parmera, Sonia Maria Dozzi Brucki, Eliane Schochat	1980-5764	5	2.7	0.42	B2
Later stages of diabetic neuropathy affect the complexity of the neuromuscular system at the knee during low‐level isometric contractions	10.1002/mus.25627	http://dx.doi.org/10.1002/mus.25627	0148-639X	Muscle & Nerve	Eneida Y. Suda			2017	1490897010	1	0	0	0	6	0	5	0	6	0	60	3	TRUE	Eneida Y. Suda, Isabel C.N. Sacco, Rogerio P. Hirata, Afshin Samani, Thiago T. Kawamura, Pascal Madeleine	0148-639X	3	5.7	0.964	A3
Learning and adherence to baby massage after two teaching strategies	10.1111/jspn.12076	http://dx.doi.org/10.1111/jspn.12076	1539-0136	Journal for Specialists in Pediatric Nursing	Cláudia Marchetti Cruz			2014	1407430232	2	0	0	0	4	0	1	0	3	0	88	1	FALSE	Cláudia Marchetti Cruz, Fátima Aparecida Caromano, Lia Lopes Gonçalves, Thais Gaiad Machado, Mariana Callil Voos	1539-0136	4	2.0	0.33	A2
Leisure time physical activity and quality of life in medical students: results from a multicentre study	10.1136/bmjsem-2016-000213	http://dx.doi.org/10.1136/bmjsem-2016-000213	2055-7647	BMJ Open Sport & Exercise Medicine	Munique Peleias			2017	1536344552	0	0	0	0	6	0	6	0	6	0	138	4	TRUE	Munique Peleias, Patricia Tempski, Helena BMS Paro, Bruno Perotta, Fernanda B Mayer, Sylvia C Enns, Silmar Gannam, Maria Amelia D Pereira, Paulo S Silveira, Itamar S Santos, Celso RF Carvalho, Milton A Martins	2055-7647	39	6.3	1.253	A4
Letter to the Editor	10.1097/aud.0000000000000644	http://dx.doi.org/10.1097/aud.0000000000000644	0196-0202	Ear and hearing (Print)	Vasiliki Vivian Iliadou			2018	1649421003	0	0	0	0	21	0	12	0	12	0	50	9	TRUE	Vasiliki Vivian Iliadou, Gail D Chermak, Doris-Eva Bamiou, Vishakha Waman Rawool, Martin Ptok, Suzanne Purdy, Benoît Jutras, Deborah Moncrieff, Tone Stokkereit Mattsson, Jeanane M Ferre, Cydney Fox, Helen Grech, Donna Geffner, Mladen Hedjever, Teri James Bellis, Ioannis Nimatoudis, Nikos Eleftheriadis, Ellen Raben Pedersen, Jeffrey Weihing, Lisa Guillory, Jane R Madell, Annette Hurley, Gail M Whitelaw, Eliane Schochat, Chrysa Spyridakou, Christos Sidiras, Hung Thai-Van, Anastasia Kostopoulou, Evelyne Veuillet, Bill Keith, Alyson Mountjoy, Nehzat Koohi, Tony Sirimanna, Carol Lau, Barbara Cone, Christiane Kiese-Himmel, Maria Abramson, Rangasayee Raghunathrao, Frank E Musiek	0196-0202	12	5.7	1.177	NA
Lifestyle Patterns as a Modifiable Risk Factor for Late-life Cognitive Decline: A Narrative Review Regarding Dementia Prevention.	10.2174/1874609811666181003160225	http://dx.doi.org/10.2174/1874609811666181003160225	1874-6098	Current Aging Science	José R Wajman			2018	1561629977	0	0	0	1	5	0	3	0	4	0	78	10	FALSE	José R Wajman, Leticia L Mansur, Monica S Yassuda	1874-6098	27	3.4	0.505	A3
Linguistic abilities in major vascular cognitive impairment: a comparative study with Alzheimer’s disease	10.1007/s13760-018-0977-x	http://dx.doi.org/10.1007/s13760-018-0977-x	0300-9009	Acta Neurologica Belgica	Maria Isabel D’Avila Freitas			2018	1538054522	1	0	0	1	3	0	1	0	3	0	42	10	FALSE	Maria Isabel D’Avila Freitas, Claudia S. Porto, Maira O. Oliveira, Sonia M. D. Brucki, Leticia L. Mansur, Ricardo Nitrini, Marcia Radanovic	0300-9009	4	3.7	0.58	B1
Long-term results of a randomized, controlled, double-blind study of low-level laser therapy before exercises in knee osteoarthritis: laser and exercises in knee osteoarthritis	10.1177/0269215517723162	http://dx.doi.org/10.1177/0269215517723162	0269-2155	Clinical Rehabilitation	Patrícia Pereira Alfredo			2017	1525179750	1	0	0	0	4	0	3	0	4	0	189	2	FALSE	Patrícia Pereira Alfredo, Jan Magnus Bjordal, Washington Steagall, Rodrigo Álvaro Brandão Lopes-Martins, Martin B Stausholm, Raquel Aparecida Casarotto, Amélia Pasqual Marques, Jon Joensen	0269-2155	30	5.7	0.949	A1
Long-term tobacco exposure and immunosenescence: Paradoxical effects on T-cells telomere length and telomerase activity	10.1016/j.mad.2021.111501	http://dx.doi.org/10.1016/j.mad.2021.111501	0047-6374	Mechanisms of Ageing & Development	Juliana Ruiz Fernandes			2021	1657103459	0	0	0	0	3	0	3	0	3	0	28	1	TRUE	Juliana Ruiz Fernandes, Thalyta Nery Carvalho Pinto, Lucas Lopes Piemonte, Liã Barbara Arruda, Cibele Cristine Berto Marques da Silva, Celso R F Carvalho, Regina Maria Carvalho Pinto, Alberto J S Duarte, Gil Benard	0047-6374	5	9.9	1.577	A2
Long-term use of minimal footwear on pain, self-reported function, analgesic intake, and joint loading in elderly women with knee osteoarthritis: A randomized controlled trial	10.1016/j.clinbiomech.2015.08.004	http://dx.doi.org/10.1016/j.clinbiomech.2015.08.004	0268-0033	Clinical Biomechanics	Francis Trombini-Souza			2015	1550180410	0	0	0	0	10	0	9	0	10	0	194	8	FALSE	Francis Trombini-Souza, Alessandra B. Matias, Mariane Yokota, Marco K. Butugan, Claudia Goldenstein-Schainberg, Ricardo Fuller, Isabel C.N. Sacco	0268-0033	33	3.7	0.52	A3
Longitudinal Analysis of the Absence of Intraoperative Neural Response Telemetry in Children using Cochlear Implants	10.1055/s-0034-1372510	http://dx.doi.org/10.1055/s-0034-1372510	1809-9777	International Archives of Otorhinolaryngology	Amanda Christina Gomes de Moura			2014	1427210701	1	0	0	0	2	0	0	0	1	0	42	1	TRUE	Amanda Christina Gomes de Moura, Maria Valéria Schmidt Goffi-Gomez, Maria Ines Vieira Couto, Rubens Brito, Robinson Koji Tsuji, Debora Maria Befi-Lopes, Carla Gentile Matas, Ricardo Ferreira Bento	1809-9777	4	2.2	0.484	B1
